,Date,Close,Results_train,Results_test
0,2021-01-01,0.00568496,0.2,
1,2021-01-02,0.01061451,0.2,
2,2021-01-03,0.00977052,0.2,
3,2021-01-04,0.00976719,0.2,
4,2021-01-05,0.0099204,0.2,
5,2021-01-06,0.01046514,0.2,
6,2021-01-07,0.00974244,0.2,
7,2021-01-08,0.00984637,0.030692079230997562,
8,2021-01-09,0.01019416,0.01886825052507639,
9,2021-01-10,0.00985959,0.02672407465785384,
10,2021-01-11,0.00883453,0.015941416577884556,
11,2021-01-12,0.00806287,0.024076775139384866,
12,2021-01-13,0.00861635,0.013682716868705156,
13,2021-01-14,0.00939673,0.021402781013944747,
14,2021-01-15,0.00936903,0.027765447668998838,
15,2021-01-16,0.00926465,0.03110713078502655,
16,2021-01-17,0.00906651,0.026563239144889714,
17,2021-01-18,0.0091711,0.026525332398220303,
18,2021-01-20,0.00906009,0.02171516255950928,
19,2021-01-21,0.00816632,0.024812081022990345,
20,2021-01-23,0.00857912,0.021505511737967133,
21,2021-01-26,0.00825458,0.01947603349850357,
22,2021-01-27,0.0074815,0.028402009816886186,
23,2021-01-28,0.03408356,0.055550870353965165,
24,2021-01-29,0.04716157,0.057783361180636886,
25,2021-01-30,0.02817592,0.05950497106434226,
26,2021-01-31,0.03719621,0.07107251940022885,
27,2021-02-01,0.03487468,0.06597858528225899,
28,2021-02-02,0.03152025,0.06400794041843236,
29,2021-02-03,0.03712003,0.059449618714026806,
30,2021-02-04,0.05328933,0.06135537888494253,
31,2021-02-05,0.04693473,0.06274479371267795,
32,2021-02-06,0.05759472,0.08770127616835952,
33,2021-02-07,0.07878179,0.0832878825007397,
34,2021-02-08,0.07882511,0.08308479907871395,
35,2021-02-09,0.07006957,0.1168306984437275,
36,2021-02-10,0.07289631,0.11088481373610347,
37,2021-02-11,0.06967585,0.09869856374562144,
38,2021-02-12,0.07006853,0.0997223090064466,
39,2021-02-13,0.06644953,0.09663763484714866,
40,2021-02-14,0.06253697,0.0963355749464327,
41,2021-02-15,0.05659087,0.09598567118606567,
42,2021-02-16,0.05352025,0.09813893832889467,
43,2021-02-17,0.04937563,0.0903445279829663,
44,2021-02-18,0.05954129,0.07816929786624909,
45,2021-02-19,0.05513934,0.07711996099775523,
46,2021-02-20,0.05438446,0.0851642361030966,
47,2021-02-21,0.05597983,0.07860608559001803,
48,2021-02-22,0.05372515,0.07138407116650164,
49,2021-02-23,0.04739205,0.07443380352220923,
50,2021-02-24,0.05655541,0.07691137269847691,
51,2021-02-25,0.05016734,0.0761264824425596,
52,2021-02-26,0.05047986,0.0887252440528971,
53,2021-02-27,0.0500829,0.08052262277246684,
54,2021-02-28,0.04805151,0.07395590124646008,
55,2021-03-01,0.05059866,0.09482082296860456,
56,2021-03-02,0.05026221,0.09268420200790882,
57,2021-03-03,0.05059207,0.07897182599174589,
58,2021-03-04,0.05004843,0.07111821797683299,
59,2021-03-05,0.04960851,0.09097661741808594,
60,2021-03-06,0.05098429,0.12181435286997198,
61,2021-03-07,0.05212174,0.09641851239856898,
62,2021-03-08,0.06194928,0.11583640022849977,
63,2021-03-09,0.05799823,0.10843892796181709,
64,2021-03-10,0.05600395,0.0913944922455588,
65,2021-03-11,0.05591786,0.09383008673277557,
66,2021-03-12,0.05534893,0.09544831825984061,
67,2021-03-13,0.06243198,0.09718101885212839,
68,2021-03-14,0.0585919,0.11024729025854885,
69,2021-03-15,0.05708768,0.1425256945883253,
70,2021-03-16,0.0586074,0.13668061794538916,
71,2021-03-17,0.05765313,0.09172435987180799,
72,2021-03-18,0.05738277,0.09592038172276854,
73,2021-03-19,0.05832836,0.09886720120777995,
74,2021-03-20,0.05896063,0.10008441659395814,
75,2021-03-21,0.05723426,0.10026324415058971,
76,2021-03-22,0.0549616,0.09162409824714154,
77,2021-03-23,0.05355558,0.0902349364008975,
78,2021-03-24,0.05170175,0.08849302728232324,
79,2021-03-25,0.05144848,0.07135749799064636,
80,2021-03-26,0.05395158,0.09864241197379321,
81,2021-03-27,0.05437709,0.0792415750963819,
82,2021-03-28,0.05369841,0.11300984814449369,
83,2021-03-29,0.05405164,0.0913578099293077,
84,2021-03-30,0.05390039,0.10175691771055549,
85,2021-03-31,0.05365728,0.100788636111902,
86,2021-04-01,0.06198606,0.09955603945104748,
87,2021-04-02,0.05766378,0.08163736041611402,
88,2021-04-03,0.0558036,0.08746611469322592,
89,2021-04-04,0.0574037,0.07580276732618094,
90,2021-04-05,0.05969593,0.061591360020108225,
91,2021-04-06,0.06445823,0.08831504974350274,
92,2021-04-07,0.05902847,0.13276595198988944,
93,2021-04-08,0.06146385,0.09611460067333609,
94,2021-04-09,0.06168375,0.07808876879791081,
95,2021-04-10,0.06384492,0.08632157582989335,
96,2021-04-11,0.07464893,0.09228192095956504,
97,2021-04-12,0.07076687,0.11029498232930511,
98,2021-04-13,0.09344469,0.12729293016670615,
99,2021-04-14,0.12151736,0.13084903027557374,
100,2021-04-15,0.18220744,0.14536680828697562,
101,2021-04-16,0.36587002,0.37001752984754677,
102,2021-04-17,0.28417344,0.2883941647701287,
103,2021-04-18,0.32047533,0.4452242319003891,
104,2021-04-19,0.40731778,0.42117544703580373,
105,2021-04-20,0.31949967,0.33829460203803835,
106,2021-04-21,0.30692451,0.3606665648621535,
107,2021-04-22,0.26096732,0.30852493420426846,
108,2021-04-23,0.24850933,0.29668333607839226,
109,2021-04-24,0.27021226,0.23681870668996752,
110,2021-04-25,0.25111084,0.23592655228170215,
111,2021-04-26,0.27067449,0.2553523533726835,
112,2021-04-27,0.2721883,0.24788745647891638,
113,2021-04-28,0.32368163,0.27179382288311066,
114,2021-04-29,0.30516938,0.2731827317478633,
115,2021-04-30,0.33756111,0.32698740201456783,
116,2021-05-01,0.39298743,0.32173817773792507,
117,2021-05-02,0.3760461,0.3448299639783728,
118,2021-05-03,0.44170671,0.3875015866802775,
119,2021-05-04,0.54133438,0.3913466624871265,
120,2021-05-05,0.65763288,0.45148287256618497,
121,2021-05-06,0.58080387,0.5442952244757783,
122,2021-05-07,0.68477698,0.6959928435858203,
123,2021-05-08,0.63643918,0.6591237662785195,
124,2021-05-09,0.57007049,0.5895194506642961,
125,2021-05-10,0.44996367,0.447570240581876,
126,2021-05-11,0.49523086,0.45133173130397075,
127,2021-05-12,0.38537602,0.3699201420926225,
128,2021-05-13,0.49037394,0.43430886984929795,
129,2021-05-14,0.55960438,0.45880856892413135,
130,2021-05-15,0.50797205,0.4366795290473055,
131,2021-05-16,0.51489521,0.4660751688056898,
132,2021-05-17,0.48789165,0.44675588304184194,
133,2021-05-18,0.47611501,0.4289257475288939,
134,2021-05-19,0.33312345,0.36139187291721936,
135,2021-05-20,0.40019368,0.36211701906413074,
136,2021-05-21,0.35938192,0.2880237593896997,
137,2021-05-22,0.34237123,0.3288782261582321,
138,2021-05-23,0.30807063,0.2966419685449207,
139,2021-05-24,0.36616223,0.29946190263311206,
140,2021-05-25,0.34630195,0.2731042670084947,
141,2021-05-26,0.35369307,0.32368860432096,
142,2021-05-27,0.33294531,0.3111022286844408,
143,2021-05-28,0.31120487,0.3277740327831459,
144,2021-05-29,0.30310971,0.2903258504842818,
145,2021-05-30,0.30222359,0.2786216921430463,
