,Date,Close,Results_train,Results_test
0,2020-01-01,0.00203261369263,0.002,
1,2020-01-03,0.00214537591726,0.002,
2,2020-01-04,0.00224114404226,0.002,
3,2020-01-05,0.00241907500068,0.002,
4,2020-01-06,0.00246296624732,0.002,
5,2020-01-07,0.00243276271083,0.002,
6,2020-01-08,0.00229289449798,0.002,
7,2020-01-09,0.00225609512288,0.002574561912996138,
8,2020-01-10,0.00235572195554,0.002461428382097775,
9,2020-01-11,0.00231355893682,0.0024859539209114005,
10,2020-01-12,0.00238068085121,0.0025311470442594118,
11,2020-01-13,0.00235775207561,0.002483408105043997,
12,2020-01-14,0.00247001915501,0.0025277956959076715,
13,2020-01-16,0.00234484342599,0.002545038895595225,
14,2020-01-17,0.00248989767607,0.0026487199154364106,
15,2020-01-18,0.00250705300116,0.002551828383677489,
16,2020-01-19,0.00240503593,0.002631195612421591,
17,2020-01-20,0.00237405636804,0.0026865103928587417,
18,2020-01-21,0.00237642962309,0.0025807436676961596,
19,2020-01-22,0.00232344565847,0.002540987501155907,
20,2020-01-23,0.0022676360167,0.0025034573010045487,
21,2020-01-24,0.00227586396268,0.0024475799264513536,
22,2020-01-25,0.00225733643253,0.002391194977316879,
23,2020-01-26,0.00230463126793,0.002450151508509334,
24,2020-01-28,0.00244957429366,0.0024293220619281313,
25,2020-01-29,0.00238970348935,0.0024139581474412284,
26,2020-01-30,0.00244040648403,0.0025352859081351604,
27,2020-01-31,0.00239356761727,0.0025340862304273075,
28,2020-02-01,0.00242203987221,0.0025034017002775154,
29,2020-02-02,0.00246847615167,0.0025178017073868774,
30,2020-02-03,0.00243985236993,0.0026668250232583586,
31,2020-02-04,0.00250330076161,0.0026745165217415537,
32,2020-02-05,0.00258199194065,0.002681530350039513,
33,2020-02-06,0.00265308518068,0.002751723652553873,
34,2020-02-07,0.00276873283406,0.002793260495339864,
35,2020-02-08,0.00315859933344,0.0028485899993144865,
36,2020-02-09,0.0032322618551,0.002948779216005677,
37,2020-02-10,0.00298630687472,0.003321652802490118,
38,2020-02-11,0.00304072063452,0.0034260725177047463,
39,2020-02-12,0.0030927746093,0.0033030703420848595,
40,2020-02-13,0.00302589350169,0.0033707339083845814,
41,2020-02-14,0.00312984672139,0.0033669170250256596,
42,2020-02-15,0.00291957020651,0.003255752767264209,
43,2020-02-16,0.00277434354472,0.0033642338540521006,
44,2020-02-17,0.0027123059339,0.003231925434095978,
45,2020-02-18,0.00283930475653,0.0030578744292907656,
46,2020-02-19,0.00262407597413,0.0029418639966626303,
47,2020-02-20,0.00265876742744,0.0029844936746444223,
48,2020-02-21,0.00264828187306,0.002801749970807903,
49,2020-02-22,0.00260141704824,0.0027972581294943327,
50,2020-02-23,0.00268024490995,0.0028101113902460847,
51,2020-02-24,0.00258957518806,0.0028088122317949157,
52,2020-02-25,0.00247618181373,0.0028946016351075006,
53,2020-02-26,0.00233920598696,0.002796382466476247,
54,2020-02-27,0.00232381539093,0.0026982365280708424,
55,2020-02-28,0.00228866329984,0.0025488288503790328,
56,2020-02-29,0.00223476519932,0.00244984831987586,
57,2020-03-01,0.00227473880538,0.002423886751831801,
58,2020-03-02,0.00234860618193,0.0023926198670288306,
59,2020-03-03,0.00249926038207,0.0023682708169341163,
60,2020-03-04,0.00239801828014,0.0024364570688141024,
61,2020-03-05,0.0025058081285,0.0026716648050100883,
62,2020-03-06,0.00249568949959,0.0026481197375536605,
63,2020-03-07,0.00240455118622,0.0027293630549409358,
64,2020-03-08,0.00218692869581,0.0026604931272222712,
65,2020-03-09,0.002214385992,0.0025466251630271025,
66,2020-03-10,0.00220657039104,0.0023907072601381113,
67,2020-03-11,0.00218361951571,0.002336814608749636,
68,2020-03-12,0.00153719725716,0.0022184365925498133,
69,2020-03-13,0.00173782788709,0.002260300307554226,
70,2020-03-14,0.00166574102907,0.0017820546254576101,
71,2020-03-15,0.00168525712399,0.001753234802269064,
72,2020-03-16,0.00158719383581,0.0016942140735472686,
73,2020-03-17,0.00158737838162,0.0016720021158570361,
74,2020-03-18,0.00156558325002,0.001633597390855785,
75,2020-03-19,0.00177324616116,0.0016509872205094478,
76,2020-03-24,0.00185077714731,0.0016612884054687358,
77,2020-03-26,0.00184156726062,0.0017619575295675842,
78,2020-03-27,0.00180707074512,0.0019238640375926523,
79,2020-03-28,0.00177781598513,0.0019812252928730657,
80,2020-03-29,0.00172325165211,0.001982953903978071,
81,2020-03-30,0.0018310390192,0.0019315257499720794,
82,2020-03-31,0.00181093689299,0.0018494245443636012,
83,2020-04-01,0.00186665946146,0.0018738488588571048,
84,2020-04-02,0.00188208962187,0.0018402573260612933,
85,2020-04-03,0.00185306140071,0.0019265653223919175,
86,2020-04-04,0.00188041930407,0.0019853369860102555,
87,2020-04-05,0.00186508550498,0.002024670238309694,
88,2020-04-06,0.00198009906661,0.0020243829355982295,
89,2020-04-07,0.00199730616322,0.0020344131033377465,
90,2020-04-08,0.00201180037074,0.0021300500831521172,
91,2020-04-09,0.00202147277353,0.0021270318064029975,
92,2020-04-10,0.00196818938555,0.002123403810531384,
93,2020-04-11,0.00198968584004,0.0021482250309116805,
94,2020-04-12,0.00199009679949,0.0020539715308601205,
95,2020-04-14,0.0019644674539,0.0020985598267872327,
96,2020-04-15,0.0019404909418,0.0020535668757430793,
97,2020-04-16,0.00202766685795,0.0020503904178315107,
98,2020-04-17,0.00201317424885,0.002164655336346161,
99,2020-04-18,0.00206089804801,0.0021634747895504843,
100,2020-04-19,0.00205828164831,0.0020894880450987043,
101,2020-04-20,0.00198218735949,0.00219193441883054,
102,2020-04-21,0.0019714929886,0.0021403366051147943,
103,2020-04-22,0.0020107609233,0.002090149441900418,
104,2020-04-23,0.00204711915905,0.0022062967453078185,
105,2020-04-24,0.00210275001818,0.0022318301199479563,
106,2020-04-25,0.00214152023241,0.002275485892880034,
107,2020-04-26,0.00240908779398,0.0023251784614737965,
108,2020-04-27,0.00235487597207,0.0024496923666171076,
109,2020-04-28,0.00233888391923,0.0025987462919480706,
110,2020-04-29,0.00251711012438,0.002564205454230468,
111,2020-04-30,0.00244285692396,0.002584316256571496,
112,2020-05-01,0.00249390855533,0.0027142175718816637,
113,2020-05-02,0.0025493532827,0.002639440212213776,
114,2020-05-03,0.00251033363066,0.0026483481461152367,
115,2020-05-04,0.00248112275018,0.002703930274995962,
116,2020-05-05,0.00248434437146,0.002763958718462547,
117,2020-05-06,0.00252920563984,0.0027028992399113928,
118,2020-05-07,0.00266381209348,0.0026693390672817433,
119,2020-05-08,0.00262507205826,0.002681390670164283,
120,2020-05-09,0.00261327021026,0.0027735408353956313,
121,2020-05-10,0.00245943195556,0.002769424444287603,
122,2020-05-11,0.00241280930893,0.0028000724561898487,
