Date,likecount,Negative,Positive,Neutral,Close,Result
2020-04-19,11.0,0.9084505,0.008922093,0.082627505,0.00205828164831,0.002018545101423176
2020-04-20,57.7,0.14386755,0.24484754,0.6112849,0.00198218735949,0.002073957619026836
2020-04-21,49.0,0.29949883,0.090220645,0.6102806,0.0019714929886,0.0020604743942885663
2020-04-22,15.0,0.0491072,0.7707699,0.18012284,0.0020107609233,0.0020694129860821977
2020-04-23,38.0,0.005616871,0.5342463,0.46013674,0.00204711915905,0.00215127963217759
2020-04-24,43.0,0.12408482,0.19300397,0.6829113,0.00210275001818,0.0021827461080921495
2020-04-25,271.3,0.045366842,0.31934428,0.6352889,0.00214152023241,0.002209330907978948
2020-04-26,130.5,0.15700385,0.5921847,0.25081143,0.00240908779398,0.002242821918728629
2020-04-27,57.6,0.059552632,0.6531502,0.2872972,0.00235487597207,0.002320319645675269
2020-04-28,29.5,0.026077246,0.5091443,0.46477842,0.00233888391923,0.0024805434083518653
2020-04-29,40.0,0.0060837455,0.6011926,0.39272365,0.00251711012438,0.0024417221864410994
2020-04-30,25.0,0.0069987564,0.603041,0.3899602,0.00244285692396,0.002436355650763225
2020-05-01,114.5,0.0025674682,0.93819886,0.05923368,0.00249390855533,0.0025870833129624958
2020-05-02,13.5,0.10431252,0.18040302,0.71528447,0.0025493532827,0.002545412408493205
2020-05-03,228.0,0.029733399,0.28029674,0.68996984,0.00251033363066,0.0025075670084014874
2020-05-04,35.0,0.0048297066,0.2316222,0.7635481,0.00248112275018,0.0025440873869860816
2020-05-05,33.5,0.014433961,0.15393437,0.8316317,0.00248434437146,0.0026201007488786125
2020-05-06,59.4,0.16523513,0.20633611,0.62842876,0.00252920563984,0.0025917990101648708
2020-05-07,28.0,0.009517988,0.7185808,0.27190122,0.00266381209348,0.0025501214219844906
2020-05-08,63.5,0.00700491,0.64928037,0.34371468,0.00262507205826,0.002548576709799821
2020-05-09,109.5,0.0072600367,0.6056958,0.38704416,0.00261327021026,0.0026584156554580137
2020-05-10,58.5,0.026356187,0.10069608,0.8729477,0.00245943195556,0.0026780261481211204
2020-05-11,91.0,0.0061611473,0.70413464,0.2897042,0.00241280930893,0.00267762502859038
2020-05-12,183.5,0.008240774,0.48514938,0.50660986,0.00246293499334,0.002567082840287131
2020-05-13,133.71428571428572,0.31370324,0.5153518,0.170945,0.002521012853,0.002472948872112155
2020-05-14,19.0,0.032485038,0.09700994,0.870505,0.00257418643829,0.0025038242270568173
2020-05-15,42.285714285714285,0.012019156,0.46638796,0.5215929,0.00250579887897,0.002562875298858305
2020-05-16,42.0,0.15129577,0.329429,0.51927525,0.00251255871804,0.002653556500630663
2020-05-17,74.66666666666667,0.040192295,0.4803239,0.4794838,0.00253811790149,0.0026549717038048034
2020-05-18,18.5,0.002551102,0.9535167,0.04393223,0.00254340325196,0.002577670226114208
2020-05-19,32.666666666666664,0.11367073,0.30532804,0.5810012,0.00253829590552,0.002591404671210598
2020-05-20,37.0,0.01014315,0.42100188,0.5688549,0.00250788558316,0.002569724940340373
2020-05-21,56.0,0.13398412,0.39644915,0.46956673,0.00248516937718,0.0025628331624188284
2020-05-22,92.6,0.023398463,0.6788972,0.29770428,0.00253305703263,0.0025785676838423676
2020-05-23,63.5,0.007686804,0.7280016,0.26431155,0.00254392809652,0.00254412584254119
2020-05-24,66.42857142857143,0.011736423,0.7377872,0.2504764,0.00245783216888,0.002560168977059378
2020-05-25,39.666666666666664,0.25327253,0.46609306,0.28063434,0.00254011637701,0.0025787262524663286
2020-05-26,51.714285714285715,0.13685381,0.46924567,0.39390054,0.00248639784778,0.0025310061051342665
2020-05-27,79.16666666666667,0.020252462,0.52204686,0.45770064,0.00251013238024,0.0025428126386101957
2020-05-28,15.0,0.058826588,0.054575864,0.8865975,0.0025235757466,0.002544359966160074
2020-05-29,68.5,0.09451264,0.60944074,0.2960466,0.00253230675417,0.0026090443408907423
2020-05-30,59.0,0.0076474342,0.74352795,0.24882461,0.0026151754841,0.002628491809122495
2020-05-31,74.0,0.23025692,0.31542882,0.45431423,0.00255457272583,0.00258984911010358
2020-06-01,17.0,0.0024010038,0.7711176,0.22648138,0.00264671649786,0.0026194730612284804
2020-06-02,32.5,0.0246473,0.41198775,0.5633649,0.00256123937294,0.002592112466528424
2020-06-03,32.0,0.0052386234,0.5881942,0.40656722,0.00258259204268,0.0026759861632581904
2020-06-04,33.333333333333336,0.014441241,0.36152014,0.62403864,0.00263060480934,0.002658623334828675
2020-06-05,29.0,0.9373557,0.010330711,0.052313592,0.00259572139217,0.0026397212186756638
2020-06-06,19.0,0.060215652,0.22816254,0.7116218,0.00258717151414,0.002659628216261155
2020-06-07,24.0,0.12092159,0.10960795,0.76947045,0.00260607822265,0.0025722343348256087
2020-06-08,73.5,0.09079006,0.09426254,0.8149475,0.00258420542458,0.0026010691237150726
2020-06-09,25.0,0.0032554003,0.49084872,0.5058959,0.00256859059104,0.0027381332462747283
2020-06-10,125.5,0.010398522,0.5908793,0.3987221,0.00258419196064,0.0027334296572446167
2020-06-11,18.0,0.008063412,0.6397181,0.3522185,0.00245225307828,0.0026720608875411673
2020-06-12,137.0,0.02462108,0.38869065,0.5866883,0.00252016250652,0.0026506583853830846
2020-06-13,43.4,0.009439766,0.45092377,0.53963643,0.00253307642103,0.002519973719760167
2020-06-14,32.0,0.02459043,0.4835103,0.49189925,0.002510551413,0.002570640802490373
2020-06-15,16.5,0.004376442,0.75962347,0.23600005,0.00247935904938,0.0026088146730792513
2020-06-16,59.125,0.06546851,0.5439983,0.39053315,0.00248680407099,0.002563833588043916
2020-06-17,14.0,0.007708136,0.49870566,0.4935863,0.00248493206342,0.0024929391739228184
2020-06-18,73.66666666666667,0.0073344167,0.5168328,0.47583273,0.0024716281137,0.002484168401396757
2020-06-19,19.0,0.08982336,0.50358814,0.40658852,0.00243479543549,0.0025245750189509973
2020-06-20,103.5,0.012228286,0.42687452,0.5608972,0.00244672448919,0.0025304220069042823
2020-06-21,30.166666666666668,0.04861368,0.44146892,0.50991744,0.00244661127274,0.0024656310802576966
2020-06-22,22.0,0.016018305,0.5993826,0.38459912,0.00247365531032,0.0024819473751421456
2020-06-23,38.0,0.020769145,0.2764683,0.7027626,0.00248422997596,0.002501568619862222
2020-06-24,18.25,0.37779334,0.32481676,0.2973899,0.00242967777253,0.0025034442241785044
2020-06-25,50.5,0.006310788,0.4785723,0.51511693,0.00241731547387,0.002526163417421193
2020-06-26,57.5,0.013736965,0.6166298,0.3696333,0.00235878130699,0.0024400640448986664
2020-06-27,30.0,0.16829713,0.39105895,0.44064394,0.00231291877269,0.0024488762758065577
2020-06-28,23.0,0.011420622,0.36976036,0.618819,0.00232552384133,0.0024513316194108097
2020-06-29,18.0,0.013391268,0.04509658,0.94151217,0.00231285401893,0.0023793883469755716
2020-06-30,65.25,0.034936205,0.32714176,0.63792205,0.00231954990574,0.0023934814845670907
2020-07-01,45.0,0.0061123087,0.5407386,0.45314908,0.00235364643557,0.002417008535063191
2020-07-02,31.2,0.012912305,0.6951027,0.29198498,0.00236137740323,0.0023981168803710153
2020-07-03,152.71428571428572,0.19187535,0.42807457,0.3800501,0.00231561292295,0.002371302896999616
2020-07-04,16.5,0.21986392,0.37996367,0.4001724,0.00230937918923,0.0023555645009609525
2020-07-05,39.5,0.010193071,0.57186997,0.41793698,0.00230897750555,0.002343796858934333
2020-07-06,171.16666666666666,0.040887605,0.49752334,0.461589,0.00261555969314,0.0023427665019074106
2020-07-07,73.37209302325581,0.100194655,0.5027443,0.39706102,0.00308951160034,0.002391615663653997
2020-07-08,169.2253164556962,0.13538492,0.43904436,0.42557073,0.00474983280502,0.0026959449838209687
2020-07-09,84.85416666666667,0.13992894,0.4441148,0.41595626,0.00439683024377,0.0031106626700707555
2020-07-10,121.37254901960785,0.13361947,0.48946533,0.37691522,0.00351487407648,0.004391467747453557
2020-07-11,116.88,0.15291141,0.29712203,0.5499666,0.00381096027347,0.004362392054368742
2020-07-12,61.92857142857143,0.06632402,0.5271922,0.4064838,0.00362961423704,0.0037484575443508315
2020-07-13,53.04,0.15077764,0.27476832,0.57445407,0.00317754191145,0.0038301014969419566
2020-07-14,40.0,0.18146531,0.49921542,0.31931928,0.00329436923198,0.0037744598927190736
2020-07-15,69.83333333333333,0.13014448,0.3448385,0.525017,0.00308518154075,0.003388850640051902
2020-07-16,52.38461538461539,0.15739815,0.48014337,0.3624585,0.00299486968647,0.0033426022652747953
2020-07-17,25.142857142857142,0.059841525,0.49038437,0.4497741,0.00306071062451,0.0032036946008390105
2020-07-18,66.64556962025317,0.098330066,0.386855,0.5148149,0.00347258780918,0.003106425875297741
2020-07-19,171.06451612903226,0.1142136,0.35816452,0.5276219,0.0033818603165,0.0031215422018782027
2020-07-20,175.5,0.26900968,0.28366438,0.44732597,0.00323929313175,0.0034479978023084713
2020-07-21,38.714285714285715,0.03004816,0.4157171,0.55423474,0.00330461609515,0.0034612338750345016
2020-07-22,91.4,0.08504145,0.27826494,0.6366936,0.0032852164654,0.003337432172583721
2020-07-23,81.0,0.09890298,0.12410197,0.776995,0.00329470766319,0.003373712906222879
2020-07-24,48.3,0.05582129,0.3916457,0.55253303,0.00321958986808,0.0033830505349416212
2020-07-25,27.5,0.041510887,0.31680813,0.641681,0.0032340153331,0.003369364425668907
2020-07-26,65.2,0.0122399945,0.34710255,0.6406574,0.00323459683512,0.00329498305166672
2020-07-27,111.4,0.045779843,0.360264,0.5939561,0.00315332257459,0.003268107558780223
2020-07-28,24.625,0.2385974,0.3249282,0.4364744,0.00319739452561,0.003262368091396637
2020-07-29,24.2,0.31192678,0.26876035,0.4193128,0.00319239943282,0.0032073508814010306
2020-07-30,63.18181818181818,0.12241438,0.33686903,0.5407166,0.00323111702726,0.0031986599259465295
2020-07-31,30.333333333333332,0.14893334,0.34466836,0.50639826,0.00322536145576,0.003199153551913362
2020-08-01,61.714285714285715,0.16155791,0.36984947,0.46859258,0.00368863841675,0.003285992782193869
2020-08-02,109.25,0.004059762,0.8169017,0.17903854,0.00333606320065,0.003311022602165918
2020-08-03,42.0,0.0061774454,0.94493604,0.048886597,0.00338885940645,0.0036446453687876894
2020-08-04,26.333333333333332,0.21296088,0.50462526,0.28241384,0.00353467686213,0.003488942410172717
2020-08-05,605.5,0.06574557,0.54855555,0.38569888,0.00351273880895,0.0034482395782922262
2020-08-06,38.5,0.43818077,0.30042827,0.26139098,0.00355999753704,0.003533024487633843
2020-08-07,30.0,0.039296497,0.29370692,0.66699654,0.00353279089449,0.0036571032250660093
2020-08-08,33.4,0.28597945,0.29697937,0.41704115,0.00350970368162,0.003718300446184831
2020-08-09,91.5,0.43104866,0.20438501,0.36456633,0.00346312034529,0.0036661932658783106
2020-08-10,23.5,0.005070104,0.5623658,0.43256414,0.00349947915517,0.00362576979374828
2020-08-12,38.25,0.23893946,0.195978,0.56508255,0.00348443981929,0.00358143412272727
2020-08-13,70.5,0.49506405,0.092893206,0.41204274,0.00351651696678,0.0036342493889477516
2020-08-14,23.5,0.008164492,0.3031579,0.6886776,0.00356081322774,0.0035709912600443284
2020-08-15,46.42857142857143,0.04186624,0.4911535,0.46698025,0.0035394280134,0.0035570407082893825
2020-08-16,84.625,0.013246299,0.45614427,0.5306095,0.00352356188524,0.003629091307563563
2020-08-17,57.0,0.009307911,0.53466463,0.45602748,0.0035910895949,0.003629748636019396
2020-08-18,44.0,0.0073717977,0.516264,0.4763642,0.00351400000471,0.003577991333458597
2020-08-19,44.333333333333336,0.1525204,0.13643876,0.7110408,0.00342392483801,0.0036139506677731964
2020-08-20,23.5,0.0134220375,0.4718233,0.51475465,0.00345920839765,0.0035471827187594502
2020-08-21,51.0,0.0060879267,0.23183858,0.76207346,0.0033930927765,0.003420840818633196
2020-08-22,215.0,0.0072551407,0.8236287,0.16911614,0.00344199910741,0.0034393469491205064
2020-08-23,60.5,0.008832534,0.18440643,0.806761,0.00341420138625,0.0034036489575960394
2020-08-24,250.0,0.005819995,0.620318,0.37386203,0.00341794100538,0.0034565035511600326
2020-08-25,6.0,0.65760565,0.045901343,0.29649293,0.00330459969502,0.0034453340044105336
2020-08-26,28.666666666666668,0.0036889734,0.7209416,0.27536938,0.00330334680301,0.0034811323484667195
2020-08-27,333.0,0.93811244,0.0073052673,0.05458231,0.00320270500525,0.0033533219692083657
2020-08-28,26.0,0.002178114,0.9263983,0.07142357,0.00326845900977,0.0033829003936055556
2020-08-29,105.66666666666667,0.028759254,0.31465125,0.6565895,0.00328209786242,0.0033794517924141962
2020-08-30,71.0,0.19544019,0.19152097,0.61303884,0.00330005441966,0.0034651462676562363
2020-08-31,69.0,0.13574591,0.49116963,0.37308443,0.00322058769154,0.003516684654462514
2020-09-01,45.5,0.010937061,0.6020881,0.3869749,0.00325598510364,0.003460654038881154
2020-09-02,22.25,0.42659256,0.14148009,0.43192738,0.00312246448197,0.0033318889544561793
2020-09-03,71.25,0.26268914,0.42335495,0.3139559,0.00280242888396,0.003342028047313378
2020-09-04,143.0,0.0072869565,0.25536162,0.7373515,0.00289861774339,0.0031709178753874887
2020-09-05,22.0,0.034547362,0.57640153,0.38905105,0.00275826082979,0.002931487680494448
2020-09-06,11.0,0.004647352,0.21339305,0.78195965,0.00278692625475,0.003005552692171738
2020-09-07,16.5,0.016109789,0.5141642,0.46972597,0.00281146182353,0.0029250497168693337
2020-09-08,20.0,0.028733233,0.22657794,0.7446888,0.00275559598288,0.00286848256395864
2020-09-09,49.8,0.015472735,0.6395138,0.34501353,0.002779059033,0.0028517843288883155
2020-09-11,25.5,0.002239965,0.8300587,0.16770135,0.00280618314249,0.0027798438655490428
2020-09-12,85.0,0.017946528,0.46901044,0.51304305,0.00281883865164,0.002775811262993077
2020-09-14,71.4,0.004913728,0.68806106,0.30702522,0.00280261820095,0.0027729851187214324
2020-09-16,19.0,0.51116556,0.03501628,0.45381817,0.00282580414546,0.0028313246174553465
2020-09-17,34.0,0.007817621,0.4889744,0.503208,0.00281351188423,0.002843269959018103
2020-09-18,22.0,0.49395752,0.10203111,0.40401137,0.00280418076664,0.0027994175493684685
2020-09-19,60.333333333333336,0.23704517,0.46115866,0.3017962,0.00279371872161,0.0028447507400532223
2020-09-20,44.0,0.05055267,0.3294263,0.62002105,0.00277797060134,0.0028470406375916677
2020-09-22,23.25,0.13958383,0.34226942,0.51814675,0.00265602058496,0.0028682175402841396
2020-09-23,72.5,0.0054681795,0.42799437,0.56653744,0.00256045,0.0029091497493799875
2020-09-24,52.5,0.026131505,0.23403849,0.73983,0.00262828,0.002811697463947206
2020-09-25,142.42857142857142,0.009045784,0.4898066,0.5011476,0.00269849,0.0026781452925361917
2020-09-26,53.0,0.10653768,0.3325067,0.56095564,0.00271612,0.0027020709440632013
2020-09-27,15.0,0.031313878,0.25988656,0.7087996,0.00269206,0.0027643053996507915
2020-09-28,210.0,0.00590502,0.9120719,0.082023025,0.00265201,0.002762177073563028
2020-09-29,17.0,0.02458397,0.31868538,0.65673065,0.00268541,0.0027368688624943
2020-09-30,63.333333333333336,0.07700428,0.5073213,0.41567442,0.00263015,0.002714592344029559
2020-10-01,524.0,0.069296435,0.2980732,0.6326303,0.00261584,0.002729870338926081
2020-10-02,104.75,0.02731191,0.45385188,0.5188362,0.0025834,0.002702273005241932
2020-10-03,94.5,0.005096591,0.8060473,0.18885604,0.00259883,0.0027638355057015953
2020-10-05,57.5,0.31266573,0.38565147,0.30168283,0.00261238,0.0027703729500700254
2020-10-07,23.0,0.020912519,0.05810956,0.92097795,0.00259518,0.0027273638504021888
2020-10-08,61.0,0.21305496,0.3013532,0.4855918,0.00259556,0.002681046120014357
2020-10-09,72.0,0.0056051495,0.56199247,0.43240234,0.00265253,0.002712043428470056
2020-10-10,133.4,0.185775,0.60424584,0.20997915,0.00265453,0.002731266750216869
2020-10-11,35.0,0.0022216437,0.9144293,0.08334899,0.00267363,0.002717256045062119
2020-10-12,44.0,0.016205925,0.11463548,0.8691586,0.00267315,0.0027203097261069365
2020-10-13,22.0,0.0023513937,0.9634668,0.03418178,0.0026351,0.002730088673488334
2020-10-14,28.0,0.0020245106,0.95629245,0.041683063,0.00263711,0.0027657473376692895
2020-10-15,38.0,0.0036461884,0.7532795,0.2430743,0.00259265,0.0026981035319067017
2020-10-16,213.0,0.006294276,0.4188921,0.5748136,0.00261207,0.0026138925499303673
2020-10-17,84.5,0.01356128,0.41573864,0.57070005,0.00258111,0.002592737829409482
2020-10-18,27.5,0.033476766,0.30803445,0.65848875,0.00258649,0.002687608555650339
2020-10-19,401.3333333333333,0.004343949,0.7151672,0.28048882,0.00258976,0.0026960007782787583
2020-10-20,304.0,0.005910017,0.8389454,0.15514459,0.00260093,0.0026311534759821146
2020-10-21,17.0,0.50912976,0.05552183,0.4353484,0.00263032,0.002678070609329671
2020-10-22,150.5,0.006954395,0.58433205,0.40871358,0.00265502,0.0027411183466318463
2020-10-23,50.833333333333336,0.19161005,0.435462,0.3729279,0.0026469,0.002702362896312815
2020-10-24,24.0,0.044778537,0.07744542,0.877776,0.0026455,0.002797431421655766
2020-10-25,248.0,0.3806126,0.47673994,0.14264748,0.00265314,0.002836133983478351
2020-10-26,16.0,0.38033623,0.13916439,0.48049942,0.00267853,0.002810269571408533
2020-10-28,35.0,0.0029765689,0.9513985,0.045625005,0.00259499,0.0027790922870803117
2020-10-29,35.5,0.2709363,0.41292524,0.31613848,0.00258066,0.002738092465950545
2020-10-30,73.0,0.0032112794,0.8876348,0.10915388,0.00259836,0.002715957564668597
2020-10-31,68.5,0.0045058904,0.6230463,0.37244785,0.00257594,0.0026898979688618936
2020-11-01,73.0,0.004338974,0.7783339,0.21732712,0.00258175,0.0027246973402736637
2020-11-02,335.6666666666667,0.002822185,0.85248655,0.14469123,0.00251712,0.002720914747258592
2020-11-03,28.0,0.005804069,0.704373,0.28982288,0.00252762,0.0026800030736229027
2020-11-05,23.666666666666668,0.079752795,0.6959823,0.2242649,0.00261685,0.002630821034004452
2020-11-06,44.0,0.7842833,0.020253012,0.19546372,0.00275989,0.002609961268559902
2020-11-07,75.0,0.0038559686,0.83868754,0.1574565,0.00267068,0.0026506538327103132
2020-11-08,57.75,0.016840443,0.70070463,0.28245488,0.00271064,0.0027336174792127656
